	kingdom	phylum	class	order	family	genus	species
Otu5977	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	
Otu5978	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_fragilis
Otu5979	Fungi	Ascomycota	Dothideomycetes	Botryosphaeriales	Botryosphaeriaceae	Sphaeropsis	Sphaeropsis_citrigena
Otu5980	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu5981	Fungi	Ascomycota	Sordariomycetes				
Otu5982	Fungi						
Otu5983	Fungi						
Otu5984	Fungi						
Otu5985	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	unidentified	unidentified
Otu5986	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu5987	Fungi						
Otu5988	Fungi						
Otu5989	Fungi						
Otu5990	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu5991	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu5992	Fungi						
Otu5993	Fungi	Ascomycota					
Otu5994	Fungi	Ascomycota	Dothideomycetes	Acrospermales	Acrospermaceae	Oomyces	Oomyces_carneoalbus
Otu5995	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Schizothecium	Schizothecium_carpinicola
Otu5996	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu5997	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu5998	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu5999	Fungi						
Otu6000	Fungi	Ascomycota	Sordariomycetes				
Otu6001	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu6002	Fungi						
Otu6003	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae		
Otu6004	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	
Otu6005	Fungi	Ascomycota	Sordariomycetes				
Otu6006	Fungi						
Otu6007	Fungi						
Otu6008	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Acaulosporaceae		
Otu6009	Fungi	Basidiomycota	Agaricomycetes				
Otu6010	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6011	Fungi	Basidiomycota	Agaricomycetes				
Otu6012	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	unidentified
Otu6013	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu6014	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Geomyces	unidentified
Otu6015	Fungi	Ascomycota	Sordariomycetes				
Otu6016	Fungi	Ascomycota	Leotiomycetes				
Otu6017	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	unidentified	unidentified
Otu6018	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	Elasticomyces	Elasticomyces_elasticus
Otu6019	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
Otu6020	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	Clitocybe_trulliformis
Otu6021	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu6022	Fungi						
Otu6023	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	Pyrenochaeta_lycopersici
Otu6024	Fungi	Ascomycota					
Otu6025	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae		
Otu6026	Fungi	Ascomycota					
Otu6027	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6028	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Lophiotrema	Lophiotrema_rubi
Otu6029	Fungi	Ascomycota	Sordariomycetes	Branch06	unidentified	unidentified	unidentified
Otu6030	Fungi						
Otu6031	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	unidentified
Otu6032	Fungi						
Otu6033	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6034	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	unidentified	unidentified
Otu6035	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Tubaria	Tubaria_minima
Otu6036	Fungi						
Otu6037	Fungi						
Otu6038	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6039	Fungi	Ascomycota					
Otu6040	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_discospora
Otu6041	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6042	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Venturia	Venturia_hystrioides
Otu6043	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Neottiosporina	unidentified
Otu6044	Fungi						
Otu6045	Fungi						
Otu6046	Fungi						
Otu6047	Fungi						
Otu6048	Fungi						
Otu6049	Fungi						
Otu6050	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae		
Otu6051	Fungi	Ascomycota					
Otu6052	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Papulaspora	Papulaspora_funabasensis
Otu6053	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Entolomataceae	Entoloma	unidentified
Otu6054	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6055	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_flavoalbida
Otu6056	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	unidentified
Otu6057	Fungi						
Otu6058	Fungi	Ascomycota	Sordariomycetes	Xylariales			
Otu6059	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu6060	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	Coprinopsis_calospora
Otu6061	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu6062	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae		
Otu6063	Fungi	Ascomycota	Leotiomycetes	Helotiales	unidentified	unidentified	unidentified
Otu6064	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6065	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Hypomyces	
Otu6066	Fungi						
Otu6067	Fungi						
Otu6068	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Dictyosporiaceae	Pseudodictyosporium	Pseudodictyosporium_wauense
Otu6069	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	unidentified	unidentified
Otu6070	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	Knufia_peltigerae
Otu6071	Fungi	Basidiomycota	Agaricomycetes				
Otu6072	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae		
Otu6073	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6074	Fungi	Basidiomycota	Agaricomycetes	Tremellodendropsidales	unidentified	unidentified	unidentified
Otu6075	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Rachicladosporium	unidentified
Otu6076	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Remersonia	Remersonia_thermophila
Otu6077	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6078	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6079	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6080	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6081	Fungi	Basidiomycota	Agaricomycetes				
Otu6082	Fungi	Ascomycota					
Otu6083	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6084	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lophiotremataceae	Atrocalyx	Atrocalyx_bambusae
Otu6085	Fungi	Ascomycota					
Otu6086	Fungi						
Otu6087	Fungi						
Otu6088	Fungi	Basidiomycota	Agaricomycetes	Russulales	Peniophoraceae	Peniophora	unidentified
Otu6089	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu6090	Fungi						
Otu6091	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu6092	Fungi						
Otu6093	Fungi						
Otu6094	Fungi						
Otu6095	Fungi						
Otu6096	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	
Otu6097	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6098	Fungi						
Otu6099	Fungi	Basidiomycota	Agaricomycetes				
Otu6100	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleomassariaceae	Tumularia	unidentified
Otu6101	Fungi						
Otu6102	Fungi						
Otu6103	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiaceae	Myrmecridium	Myrmecridium_thailandicum
Otu6104	Fungi	Ascomycota	Pezizomycetes	Pezizales			
Otu6105	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Chaetomium	unidentified
Otu6106	Fungi	Ascomycota	Leotiomycetes	Helotiales			
Otu6107	Fungi	Basidiomycota	Agaricomycetes	Agaricales			
Otu6108	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6109	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	unidentified	unidentified
Otu6110	Fungi						
Otu6111	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_eurysporus
Otu6112	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6113	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_ellisii
Otu6114	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Keissleriella	Keissleriella_quadriseptata
Otu6115	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_wortmannii
Otu6116	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Clonostachys	
Otu6117	Fungi	Ascomycota	Sordariomycetes	Myrmecridiales	Myrmecridiales_fam_Incertae_sedis	Atractospora	Atractospora_decumbens
Otu6118	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6119	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6120	Fungi	Ascomycota					
Otu6121	Fungi						
Otu6122	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae		
Otu6123	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	
Otu6124	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	unidentified	unidentified
Otu6125	Fungi						
Otu6126	Fungi						
Otu6127	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	Preussia_globosa
Otu6128	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	Coprinellus_micaceus
Otu6129	Fungi						
Otu6130	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_nitidiuscula
Otu6131	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6132	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	
Otu6133	Fungi	Ascomycota					
Otu6134	Fungi	Basidiomycota	Microbotryomycetes				
Otu6135	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Gamsylella	Gamsylella_gephyropaga
Otu6136	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6137	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6138	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu6139	Fungi	Chytridiomycota					
Otu6140	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Scytalidium	unidentified
Otu6141	Fungi						
Otu6142	Fungi						
Otu6143	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6144	Fungi	Ascomycota	Dothideomycetes	Pleosporales	unidentified	Pseudolophiotrema	Pseudolophiotrema_elymicola
Otu6145	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	unidentified	unidentified
Otu6146	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6147	Fungi						
Otu6148	Fungi						
Otu6149	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Nemania	Nemania_diffusa
Otu6150	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
Otu6151	Fungi	Ascomycota					
Otu6152	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	
Otu6153	Fungi	Ascomycota	Dothideomycetes	Mytilinidiales	Mytilinidiaceae	Mytilinidion	Mytilinidion_resinicola
Otu6154	Fungi	Ascomycota	Sordariomycetes	Savoryellales	Savoryellaceae	Savoryella	Savoryella_aquatica
Otu6155	Fungi						
Otu6156	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6157	Fungi	Ascomycota					
Otu6158	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6159	Fungi	Ascomycota	Orbiliomycetes	unidentified	unidentified	unidentified	unidentified
Otu6160	Fungi	Basidiomycota	Agaricomycetes	Sebacinales			
Otu6161	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6162	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	unidentified	unidentified
Otu6163	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6164	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	unidentified
Otu6165	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	Bipolaris_saccharicola
Otu6166	Fungi	Ascomycota	Dothideomycetes	Pleosporales			
Otu6167	Fungi	Basidiomycota	Agaricostilbomycetes	Agaricostilbales	Chionosphaeraceae	Kurtzmanomyces	Kurtzmanomyces_tardus
Otu6168	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinellus	
Otu6169	Fungi						
Otu6170	Fungi	Ascomycota	Dothideomycetes				
Otu6171	Fungi	Ascomycota	Sordariomycetes	Xylariales	Microdochiaceae	Microdochium	Microdochium_majus
Otu6172	Fungi	Ascomycota	Archaeorhizomycetes	Archaeorhizomycetales	Archaeorhizomycetaceae	Archaeorhizomyces	unidentified
Otu6173	Fungi						
Otu6174	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6175	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Leucothecium	Leucothecium_emdenii
Otu6176	Fungi						
Otu6177	Fungi						
Otu6178	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	
Otu6179	Fungi	Basidiomycota	Agaricomycetes				
Otu6180	Fungi						
Otu6181	Fungi						
Otu6182	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6183	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Neosetophoma	
Otu6184	Fungi						
Otu6185	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae		
Otu6186	Fungi	Basidiomycota					
Otu6187	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu6188	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu6189	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Pseudocercospora	
Otu6190	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Septoglomus	
Otu6191	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6192	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6193	Fungi						
Otu6194	Fungi						
Otu6195	Fungi						
Otu6196	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	Coniochaeta_cipronana
Otu6197	Fungi						
Otu6198	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	unidentified
Otu6199	Fungi						
Otu6200	Fungi						
Otu6201	Fungi	Ascomycota	Leotiomycetes				
Otu6202	Fungi						
Otu6203	Fungi						
Otu6204	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6205	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Calloria	unidentified
Otu6206	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Odontia	
Otu6207	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	unidentified
Otu6208	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	Pezicula_alnicola
Otu6209	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Thermoascaceae	Byssochlamys	Byssochlamys_zollerniae
Otu6210	Fungi	Basidiomycota					
Otu6211	Fungi						
Otu6212	Fungi						
Otu6213	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Trichosporiella	Trichosporiella_cerebriformis
Otu6214	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Brachyphoris	Brachyphoris_oviparasitica
Otu6215	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6216	Fungi						
Otu6217	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6218	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	unidentified
Otu6219	Fungi						
Otu6220	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora_biseriata
Otu6221	Fungi	Basidiomycota	Agaricomycetes				
Otu6222	Fungi						
Otu6223	Fungi						
Otu6224	Fungi						
Otu6225	Fungi	Ascomycota	Sordariomycetes				
Otu6226	Fungi						
Otu6227	Fungi						
Otu6228	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	unidentified
Otu6229	Fungi						
Otu6230	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae		
Otu6231	Fungi						
Otu6232	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	unidentified	unidentified
Otu6233	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6234	Fungi	Ascomycota	Sordariomycetes				
Otu6235	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_handelii
Otu6236	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu6237	Fungi	Ascomycota	Eurotiomycetes				
Otu6238	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Fusidium	unidentified
Otu6239	Fungi						
Otu6240	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizales_fam_Incertae_sedis	Trichobolus	Trichobolus_zukalii
Otu6241	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae		
Otu6242	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	Phomatospora_biseriata
Otu6243	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavaria	Clavaria_falcata
Otu6244	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6245	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	unidentified
Otu6246	Fungi						
Otu6247	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae		
Otu6248	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae		
Otu6249	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Dematiopleospora	Dematiopleospora_salsolae
Otu6250	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Botryotrichum	Botryotrichum_atrogriseum
Otu6251	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	unidentified	unidentified
Otu6252	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Filobasidiaceae	Heterocephalacria	Heterocephalacria_arrabidensis
Otu6253	Fungi						
Otu6254	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Volvariella	Volvariella_pusilla
Otu6255	Fungi						
Otu6256	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	unidentified
Otu6257	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Cucurbitariaceae	Pyrenochaeta	unidentified
Otu6258	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	
Otu6259	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Periconiaceae	Periconia	Periconia_macrospinosa
Otu6260	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Flavomyces	Flavomyces_fulophazii
Otu6261	Fungi						
Otu6262	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	unidentified	unidentified
Otu6263	Fungi	Ascomycota	Pezizomycetes	Pezizales	unidentified	unidentified	unidentified
Otu6264	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu6265	Fungi	Chytridiomycota	Rhizophydiomycetes	Rhizophydiales	unidentified	unidentified	unidentified
Otu6266	Fungi	Ascomycota	Sordariomycetes	Sordariales			
Otu6267	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	unidentified
Otu6268	Fungi						
Otu6269	Fungi						
Otu6270	Fungi	Ascomycota	Dothideomycetes	Capnodiales	unidentified	unidentified	unidentified
Otu6271	Fungi	Basidiomycota	Tremellomycetes	Tremellales	unidentified	unidentified	unidentified
Otu6272	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	
Otu6273	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6274	Fungi						
Otu6275	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae		
Otu6276	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu6277	Fungi	Ascomycota	Sordariomycetes	Hypocreales	unidentified	unidentified	unidentified
Otu6278	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6279	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	unidentified	unidentified
Otu6280	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6281	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6282	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6283	Fungi						
Otu6284	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Phaeotremellaceae	Phaeotremella	unidentified
Otu6285	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Lentitheciaceae	Murilentithecium	Murilentithecium_clematidis
Otu6286	Fungi						
Otu6287	Fungi	Ascomycota	Sordariomycetes	Hypocreales			
Otu6288	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Coniochaeta	unidentified
Otu6289	Fungi	Ascomycota	Sordariomycetes				
Otu6290	Fungi	Rozellomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6291	Fungi						
Otu6292	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Apodus	Apodus_deciduus
Otu6293	Fungi						
Otu6294	Fungi						
Otu6295	Fungi	Calcarisporiellomycota	Calcarisporiellomycetes	Calcarisporiellales	Calcarisporiellaceae	Calcarisporiella	unidentified
Otu6296	Fungi						
Otu6297	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Sirastachys	
Otu6298	Fungi	Basidiomycota	Agaricomycetes				
Otu6299	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6300	Fungi	Basidiomycota	Agaricomycetes	unidentified	unidentified	unidentified	unidentified
Otu6301	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unidentified	unidentified
Otu6302	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_badia
Otu6303	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_tristoides
Otu6304	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Chrysozymaceae	Sampaiozyma	Sampaiozyma_ingeniosa
Otu6305	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	Mortierella_beljakovae
Otu6306	Fungi						
Otu6307	Fungi	Ascomycota					
Otu6308	Fungi	Ascomycota	Dothideomycetes				
Otu6309	Fungi	Ascomycota	Sordariomycetes				
Otu6310	Fungi						
Otu6311	Fungi						
Otu6312	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Clypeosphaerella	Clypeosphaerella_quasiparkii
Otu6313	Fungi						
Otu6314	Fungi						
Otu6315	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Lasionectria	unidentified
Otu6316	Fungi						
Otu6317	Fungi	Ascomycota	Dothideomycetes	Dothideales	unidentified	unidentified	unidentified
Otu6318	Fungi						
Otu6319	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	unidentified	unidentified	unidentified
Otu6320	Fungi						
Otu6321	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymellaceae	unidentified	unidentified
Otu6322	Fungi	unidentified	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6323	Fungi	Chytridiomycota	unidentified	unidentified	unidentified	unidentified	unidentified
Otu6324	Fungi						
Otu6325	Fungi						
Otu6326	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	unidentified
Otu6327	Fungi						
Otu6328	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	unidentified
Otu6329	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Scolecobasidium	Scolecobasidium_constrictum
Otu6330	Fungi	Basidiomycota	Agaricomycetes				
Otu6331	Fungi						
Otu6332	Fungi	Ascomycota	Leotiomycetes				
Otu6333	Fungi						
Otu6334	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Vishniacozyma	Vishniacozyma_carnescens
Otu6335	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	
Otu6336	Fungi						
Otu6337	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales			
Otu6338	Fungi						
Otu6339	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Glomerellaceae	unidentified	unidentified
