	kingdom	phylum	class	order	family	genus	species
Otu15621	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	metagenome
Otu15622	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
Otu15623	Bacteria	Planctomycetes	OM190	uncultured bacterium			
Otu15624	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	uncultured		
Otu15625	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	mle1-27		
Otu15626	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	metagenome	
Otu15627	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium		
Otu15628	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
Otu15629	Bacteria	Armatimonadetes	uncultured	uncultured bacterium			
Otu15630	Bacteria						
Otu15631	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	uncultured bacterium	
Otu15632	Bacteria						
Otu15633	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	
Otu15634	Bacteria	Planctomycetes	Planctomycetacia	uncultured	uncultured bacterium		
Otu15635	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	uncultured gamma proteobacterium
Otu15636	Bacteria	Proteobacteria	Gammaproteobacteria	uncultured	metagenome		
Otu15637	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15638	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	SM2D12	unidentified marine bacterioplankton	
Otu15639	Bacteria	Armatimonadetes	uncultured				
Otu15640	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae	Rhodocytophaga	uncultured Bacteroidetes bacterium
Otu15641	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured Nitrospira sp.
Otu15642	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
Otu15643	Bacteria	Patescibacteria	uncultured	uncultured bacterium			
Otu15644	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	uncultured bacterium		
Otu15645	Bacteria	Patescibacteria	ABY1	Candidatus Kuenenbacteria	uncultured bacterium		
Otu15646	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15647	Bacteria						
Otu15648	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	uncultured	uncultured Isosphaera sp.
Otu15649	Bacteria	TA06	uncultured Latescibacteria bacterium				
Otu15650	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu15651	Bacteria						
Otu15652	Bacteria						
Otu15653	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
Otu15654	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	67-14	uncultured bacterium	
Otu15655	Bacteria	Actinobacteria	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
Otu15656	Bacteria	Planctomycetes	Pla4 lineage	uncultured bacterium			
Otu15657	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	marine metagenome	
Otu15658	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales			
Otu15659	Bacteria	Patescibacteria	Parcubacteria	uncultured soil bacterium			
Otu15660	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured Gemmatimonadetes bacterium		
Otu15661	Bacteria	Actinobacteria					
Otu15662	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria	uncultured bacterium		
Otu15663	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15664	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured Candidatus Dependentiae bacterium	
Otu15665	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
Otu15666	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	
Otu15667	Bacteria	Chloroflexi	TK10	uncultured bacterium			
Otu15668	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781		
Otu15669	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
Otu15670	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium		
Otu15671	Bacteria	Chloroflexi	KD4-96	uncultured Longilinea sp.			
Otu15672	Bacteria	Gemmatimonadetes	Longimicrobia	Longimicrobiales	Longimicrobiaceae		
Otu15673	Bacteria	Acidobacteria	Subgroup 22				
Otu15674	Bacteria	Dependentiae	Babeliae	Babeliales			
Otu15675	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae	Nitrolancea	
Otu15676	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84		
Otu15677	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	uncultured bacterium
Otu15678	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
Otu15679	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured bacterium
Otu15680	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu15681	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	uncultured	metagenome	
Otu15682	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	Spumella-like flagellate JBM08
Otu15683	Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium			
Otu15684	Bacteria	Cyanobacteria	Melainabacteria	Vampirovibrionales	uncultured bacterium		
Otu15685	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)				
Otu15686	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	
Otu15687	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Elev-16S-573	uncultured bacterium		
Otu15688	Bacteria	Acidobacteria	Subgroup 22	uncultured proteobacterium			
Otu15689	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae		
Otu15690	Bacteria	FBP	uncultured bacterium				
Otu15691	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
Otu15692	Bacteria	Patescibacteria	Parcubacteria	Candidatus Lloydbacteria	uncultured bacterium		
Otu15693	Bacteria	Actinobacteria	Acidimicrobiia				
Otu15694	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu15695	Bacteria	Proteobacteria	Gammaproteobacteria				
Otu15696	Bacteria	Proteobacteria	Deltaproteobacteria	SAR324 clade(Marine group B)	metagenome		
Otu15697	Bacteria	Patescibacteria	Berkelbacteria	metagenome			
Otu15698	Bacteria	Proteobacteria					
Otu15699	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	
Otu15700	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium		
Otu15701	Bacteria	Patescibacteria	Parcubacteria	uncultured Parcubacteria group bacterium			
Otu15702	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
Otu15703	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15704	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
Otu15705	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured bacterium		
Otu15706	Bacteria	Chloroflexi	Ktedonobacteria	C0119			
Otu15707	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	alphaI cluster	uncultured alpha proteobacterium
Otu15708	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	uncultured bacterium		
Otu15709	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Craurococcus	uncultured bacterium
Otu15710	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured soil bacterium		
Otu15711	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured bacterium		
Otu15712	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	uncultured bacterium		
Otu15713	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Pleomorphomonadaceae	uncultured	
Otu15714	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured deep-sea bacterium
Otu15715	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Pyrinomonadales	Pyrinomonadaceae	RB41	
Otu15716	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15717	Bacteria	Acidobacteria	Subgroup 6				
Otu15718	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	uncultured bacterium
Otu15719	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
Otu15720	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	uncultured	
Otu15721	Bacteria	Acidobacteria	Subgroup 5				
Otu15722	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu15723	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	uncultured	bacterium
Otu15724	Bacteria	Acidobacteria	Subgroup 6				
Otu15725	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	marine metagenome	
Otu15726	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	AKIW781	uncultured bacterium	
Otu15727	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Granulicella	
Otu15728	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	uncultured	metagenome
Otu15729	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15730	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Berkiella	uncultured bacterium
Otu15731	Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium			
Otu15732	Bacteria	Acidobacteria	Acidobacteriia	Subgroup 2			
Otu15733	Bacteria	Proteobacteria	Deltaproteobacteria				
Otu15734	Bacteria	Acidobacteria	Subgroup 6				
Otu15735	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	uncultured	uncultured alpha proteobacterium
Otu15736	Bacteria	Acidobacteria	Holophagae	Subgroup 7			
Otu15737	Bacteria	Armatimonadetes	uncultured				
Otu15738	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured bacterium
Otu15739	Bacteria	Patescibacteria	ABY1	Candidatus Kuenenbacteria	uncultured bacterium		
Otu15740	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15741	Bacteria	Patescibacteria	Berkelbacteria	uncultured bacterium			
Otu15742	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15743	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured Gemmatimonadetes bacterium		
Otu15744	Bacteria	Cyanobacteria	Sericytochromatia	uncultured bacterium			
Otu15745	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu15746	Bacteria	Proteobacteria					
Otu15747	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	uncultured		
Otu15748	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	uncultured	metagenome
Otu15749	Bacteria	Patescibacteria	Microgenomatia	Candidatus Woesebacteria	uncultured bacterium		
Otu15750	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidetes VC2.1 Bac22	metagenome		
Otu15751	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu15752	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	
Otu15753	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu15754	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15755	Bacteria	Chloroflexi	Anaerolineae	RBG-13-54-9	uncultured bacterium		
Otu15756	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu15757	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15758	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria			
Otu15759	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Actinomycetospora	
Otu15760	Bacteria	Patescibacteria	Microgenomatia	Candidatus Pacebacteria	uncultured bacterium		
Otu15761	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	uncultured	Ambiguous_taxa
Otu15762	Bacteria	Patescibacteria	uncultured	uncultured bacterium			
Otu15763	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Rubinisphaeraceae	uncultured	uncultured planctomycete
Otu15764	Bacteria	Acidobacteria	Holophagae	Subgroup 7	uncultured Firmicutes bacterium		
Otu15765	Bacteria	Proteobacteria	Alphaproteobacteria	uncultured	uncultured bacterium		
Otu15766	Bacteria	Latescibacteria					
Otu15767	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu15768	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15769	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	AKYH767	metagenome	
Otu15770	Bacteria	Acidobacteria	Subgroup 6	unidentified			
Otu15771	Bacteria	Acidobacteria	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	
Otu15772	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured Planctomycetales bacterium	
Otu15773	Bacteria						
Otu15774	Bacteria	Chloroflexi					
Otu15775	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
Otu15776	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	uncultured bacterium		
Otu15777	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	uncultured bacterium		
Otu15778	Bacteria	Acidobacteria	Subgroup 6	Unknown Order	Unknown Family		
Otu15779	Bacteria	Patescibacteria	Parcubacteria	uncultured bacterium			
Otu15780	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu15781	Bacteria	Dependentiae	Babeliae	Babeliales	UBA12409	uncultured bacterium	
Otu15782	Bacteria	Patescibacteria	Parcubacteria	Candidatus Jorgensenbacteria	Candidatus Adlerbacteria bacterium GW2011_GWC1_50_9		
Otu15783	Bacteria	Chloroflexi	SHA-26	uncultured bacterium			
Otu15784	Bacteria	Planctomycetes					
Otu15785	Bacteria	Actinobacteria	Actinobacteria	Frankiales	uncultured	metagenome	
Otu15786	Bacteria	Patescibacteria	Parcubacteria				
Otu15787	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria	uncultured bacterium		
Otu15788	Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Parachlamydiaceae	Neochlamydia	endosymbiont of Naegleria clarki
Otu15789	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu15790	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured bacterium		
Otu15791	Bacteria	Acidobacteria	Subgroup 6				
Otu15792	Bacteria	Actinobacteria	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	
Otu15793	Bacteria	Chloroflexi	Anaerolineae	SBR1031	uncultured soil bacterium		
Otu15794	Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	AKYG587	uncultured bacterium
Otu15795	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu15796	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata	uncultured bacterium
Otu15797	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Roseiflexaceae	uncultured	
Otu15798	Bacteria	Patescibacteria	WWE3				
Otu15799	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu15800	Bacteria	Acidobacteria	Subgroup 6				
Otu15801	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	uncultured	uncultured bacterium	
Otu15802	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	uncultured soil bacterium		
Otu15803	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
Otu15804	Bacteria	Proteobacteria	Gammaproteobacteria				
Otu15805	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	uncultured organism
Otu15806	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Ardenticatenaceae	uncultured	uncultured bacterium
Otu15807	Bacteria	Acidobacteria	Subgroup 6				
Otu15808	Bacteria	BRC1	uncultured bacterium				
Otu15809	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	
Otu15810	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu15811	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae		
Otu15812	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	
Otu15813	Bacteria	Chloroflexi	Ktedonobacteria	C0119			
Otu15814	Bacteria	BRC1	uncultured bacterium				
Otu15815	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	SC-I-84	uncultured bacterium	
Otu15816	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	JGI 0001001-H03	
Otu15817	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	Punica granatum (pomegranate)
Otu15818	Bacteria	Armatimonadetes					
Otu15819	Bacteria	Proteobacteria	Gammaproteobacteria	Salinisphaerales	Solimonadaceae	Fontimonas	
Otu15820	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured deep-sea bacterium
Otu15821	Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	uncultured		
Otu15822	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	bacteriap25		
Otu15823	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	uncultured bacterium
Otu15824	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
Otu15825	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	uncultured bacterium	
Otu15826	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	uncultured	uncultured bacterium
Otu15827	Bacteria	Acidobacteria	Subgroup 6				
Otu15828	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	Phaeodactylibacter	uncultured Haliscomenobacter sp.
Otu15829	Bacteria	Armatimonadetes	Fimbriimonadia	Fimbriimonadales	Fimbriimonadaceae		
Otu15830	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	uncultured deep-sea bacterium
Otu15831	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	11月24日	uncultured Acidobacteriales bacterium		
Otu15832	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Elev-16S-573	uncultured bacterium		
Otu15833	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
Otu15834	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	uncultured Chloroflexi bacterium	
Otu15835	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15836	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Bauldia	
Otu15837	Bacteria	Acidobacteria	Subgroup 6	uncultured soil bacterium			
Otu15838	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae		
Otu15839	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium	
Otu15840	Bacteria	Acidobacteria	Holophagae	Subgroup 7			
Otu15841	Bacteria	Bacteroidetes	Ignavibacteria	OPB56	uncultured bacterium KF-JG30-B11		
Otu15842	Bacteria	Patescibacteria	Parcubacteria	Candidatus Azambacteria	Entomoplasmatales bacterium EntAcro10		
Otu15843	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae		
Otu15844	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans	uncultured bacterium
Otu15845	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae		
Otu15846	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Saprospiraceae	uncultured	
Otu15847	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
Otu15848	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodomicrobiaceae	Rhodomicrobium	Ambiguous_taxa
Otu15849	Bacteria	Acidobacteria	Subgroup 6				
Otu15850	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatirosa	
Otu15851	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae (Subgroup 3)	Candidatus Solibacter	
Otu15852	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella	uncultured bacterium
Otu15853	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Cytophagaceae		
Otu15854	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu15855	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	uncultured bacterium	
Otu15856	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavisolibacter	
Otu15857	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Psychroglaciecola	uncultured bacterium
Otu15858	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15859	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)				
Otu15860	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria			
Otu15861	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu15862	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pir4 lineage	uncultured bacterium
Otu15863	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Elev-16S-573	uncultured bacterium		
Otu15864	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella	
Otu15865	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	uncultured	metagenome
Otu15866	Bacteria	Acidobacteria	Subgroup 6				
Otu15867	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	env.OPS 17	metagenome	
Otu15868	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured bacterium
Otu15869	Bacteria						
Otu15870	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu15871	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales			
Otu15872	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	uncultured	uncultured bacterium
Otu15873	Bacteria	Acidobacteria	Subgroup 6				
Otu15874	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	uncultured Gemmatimonadetes bacterium
Otu15875	Bacteria	Omnitrophicaeota	metagenome				
Otu15876	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	uncultured	Ambiguous_taxa
Otu15877	Bacteria	Patescibacteria	Microgenomatia				
Otu15878	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria			
Otu15879	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	uncultured	
Otu15880	Bacteria						
Otu15881	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Blfdi19	uncultured Firmicutes bacterium	
Otu15882	Bacteria	Patescibacteria	Microgenomatia	Candidatus Daviesbacteria	uncultured bacterium		
Otu15883	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
Otu15884	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales	uncultured		
Otu15885	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	
Otu15886	Bacteria	Proteobacteria	Deltaproteobacteria	Oligoflexales	0319-6G20	uncultured bacterium	
Otu15887	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	uncultured bacterium
Otu15888	Bacteria	Elusimicrobia	Lineage IIb	uncultured bacterium			
Otu15889	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	Pirellula	uncultured Pasteuria sp.
Otu15890	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales			
Otu15891	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured planctomycete	
Otu15892	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	uncultured	
Otu15893	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales			
Otu15894	Bacteria	Omnitrophicaeota					
Otu15895	Bacteria	Acidobacteria	Blastocatellia (Subgroup 4)	Blastocatellales	Blastocatellaceae	Blastocatella	
Otu15896	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae (Subgroup 1)	Occallatibacter	
Otu15897	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	uncultured		
Otu15898	Bacteria	Zixibacteria	uncultured bacterium				
Otu15899	Bacteria						
Otu15900	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu15901	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Koribacteraceae	Candidatus Koribacter	
Otu15902	Bacteria	Chloroflexi	Dehalococcoidia	S085			
Otu15903	Bacteria	Chloroflexi	AD3	uncultured Chloroflexi bacterium			
Otu15904	Bacteria	Chloroflexi	Ktedonobacteria	C0119	uncultured candidate division SAM bacterium		
Otu15905	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101 soil group	uncultured bacterium	
Otu15906	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	uncultured	uncultured bacterium
